AU,05,"South Australia"
AU,06,"Tasmania"
AU,07,"Victoria"
AU,08,"Western Australia"
AZ,01,"Abseron"
AZ,02,"Agcabadi"
AZ,03,"Agdam"
AZ,04,"Agdas"
AZ,05,"Agstafa"
AZ,06,"Agsu"
AZ,07,"Ali Bayramli"
AZ,08,"Astara"
AZ,09,"Baki"
AZ,10,"Balakan"
AZ,11,"Barda"
AZ,12,"Beylaqan"
AZ,13,"Bilasuvar"
AZ,14,"Cabrayil"
AZ,15,"Calilabad"
AZ,16,"Daskasan"
AZ,17,"Davaci"
AZ,18,"Fuzuli"
AZ,19,"Gadabay"
AZ,20,"Ganca"
AZ,21,"Goranboy"
AZ,22,"Goycay"
AZ,23,"Haciqabul"
AZ,24,"Imisli"
AZ,25,"Ismayilli"
AZ,26,"Kalbacar"
AZ,27,"Kurdamir"
AZ,28,"Lacin"
AZ,29,"Lankaran"
AZ,30,"Lankaran"
AZ,31,"Lerik"
AZ,32,"Masalli"
AZ,33,"Mingacevir"
AZ,34,"Naftalan"
AZ,35,"Naxcivan"
AZ,36,"Neftcala"
AZ,37,"Oguz"
AZ,38,"Qabala"
AZ,39,"Qax"
AZ,40,"Qazax"
AZ,41,"Qobustan"
AZ,42,"Quba"
AZ,43,"Qubadli"
AZ,44,"Qusar"
AZ,45,"Saatli"
AZ,46,"Sabirabad"
AZ,47,"Saki"
AZ,48,"Saki"
AZ,49,"Salyan"
AZ,50,"Samaxi"
AZ,51,"Samkir"
AZ,52,"Samux"
AZ,53,"Siyazan"
AZ,54,"Sumqayit"
AZ,55,"Susa"
AZ,56,"Susa"
AZ,57,"Tartar"
AZ,58,"Tovuz"
AZ,59,"Ucar"
AZ,60,"Xacmaz"
AZ,61,"Xankandi"
AZ,62,"Xanlar"
AZ,63,"Xizi"
AZ,64,"Xocali"
AZ,65,"Xocavand"
AZ,66,"Yardimli"
AZ,67,"Yevlax"
AZ,68,"Yevlax"
AZ,69,"Zangilan"
AZ,70,"Zaqatala"
AZ,71,"Zardab"
BA,01,"Federation of Bosnia and Herzegovina"
BA,02,"Republika Srpska"
BB,01,"Christ Church"
BB,02,"Saint Andrew"
BB,03,"Saint George"
BB,04,"Saint James"
BB,05,"Saint John"
BB,06,"Saint Joseph"
BB,07,"Saint Lucy"
BB,08,"Saint Michael"
BB,09,"Saint Peter"
BB,10,"Saint Philip"
BB,11,"Saint Thomas"
BD,81,"Dhaka"
BD,82,"Khulna"
BD,83,"Rajshahi"
BD,84,"Chittagong"
BD,85,"Barisal"
BD,86,"Sylhet"
BE,01,"Antwerpen"
BE,03,"Hainaut"
BE,04,"Liege"
BE,05,"Limburg"
BE,06,"Luxembourg"
BE,07,"Namur"
BE,08,"Oost-Vlaanderen"
BE,09,"West-Vlaanderen"
BE,10,"Brabant Wallon"
BE,11,"Brussels Hoofdstedelijk Gewest"
BE,12,"Vlaams-Brabant"
BE,13,"Flanders"
BE,14,"Wallonia"
BF,15,"Bam"
BF,19,"Boulkiemde"
BF,20,"Ganzourgou"
BF,21,"Gnagna"
BF,28,"Kouritenga"
BF,33,"Oudalan"
BF,34,"Passore"
BF,36,"Sanguie"
BF,40,"Soum"
BF,42,"Tapoa"
BF,44,"Zoundweogo"
BF,45,"Bale"
BF,46,"Banwa"
BF,47,"Bazega"
BF,48,"Bougouriba"
BF,49,"Boulgou"
BF,50,"Gourma"
BF,51,"Houet"
BF,52,"Ioba"
BF,53,"Kadiogo"
BF,54,"Kenedougou"
BF,55,"Komoe"
BF,56,"Komondjari"
BF,57,"Kompienga"
BF,58,"Kossi"
BF,59,"Koulpelogo"
BF,60,"Kourweogo"
BF,61,"Leraba"
BF,62,"Loroum"
BF,63,"Mouhoun"
BF,64,"Namentenga"
BF,65,"Naouri"
BF,66,"Nayala"
BF,67,"Noumbiel"
BF,68,"Oubritenga"
BF,69,"Poni"
BF,70,"Sanmatenga"
BF,71,"Seno"
BF,72,"Sissili"
BF,73,"Sourou"
BF,74,"Tuy"
BF,75,"Yagha"
BF,76,"Yatenga"
BF,77,"Ziro"
BF,78,"Zondoma"
BG,33,"Mikhaylovgrad"
BG,38,"Blagoevgrad"
BG,39,"Burgas"
BG,40,"Dobrich"
BG,41,"Gabrovo"
BG,42,"Grad Sofiya"
BG,43,"Khaskovo"
BG,44,"Kurdzhali"
BG,45,"Kyustendil"
BG,46,"Lovech"
BG,47,"Montana"
BG,48,"Pazardzhik"
BG,49,"Pernik"
BG,50,"Pleven"
BG,51,"Plovdiv"
BG,52,"Razgrad"
BG,53,"Ruse"
BG,54,"Shumen"
BG,55,"Silistra"
BG,56,"Sliven"
BG,57,"Smolyan"
BG,58,"Sofiya"
BG,59,"Stara Zagora"
BG,60,"Turgovishte"
BG,61,"Varna"
BG,62,"Veliko Turnovo"
BG,63,"Vidin"
BG,64,"Vratsa"
BG,65,"Yambol"
BH,01,"Al Hadd"
BH,02,"Al Manamah"
BH,05,"Jidd Hafs"
BH,06,"Sitrah"
BH,08,"Al Mintaqah al Gharbiyah"
BH,09,"Mintaqat Juzur Hawar"
BH,10,"Al Mintaqah ash Shamaliyah"
BH,11,"Al Mintaqah al Wusta"
BH,12,"Madinat"
BH,13,"Ar Rifa"
BH,14,"Madinat Hamad"
BH,15,"Al Muharraq"
BH,16,"Al Asimah"
BH,17,"Al Janubiyah"
BH,18,"Ash Shamaliyah"
BH,19,"Al Wusta"
BI,02,"Bujumbura"
BI,09,"Bubanza"
BI,10,"Bururi"
BI,11,"Cankuzo"
BI,12,"Cibitoke"
BI,13,"Gitega"
BI,14,"Karuzi"
BI,15,"Kayanza"
BI,16,"Kirundo"
BI,17,"Makamba"
BI,18,"Muyinga"
BI,19,"Ngozi"
BI,20,"Rutana"
BI,21,"Ruyigi"
BI,22,"Muramvya"
BI,23,"Mwaro"
BJ,07,"Alibori"
BJ,08,"Atakora"
BJ,09,"Atlanyique"
BJ,10,"Borgou"
BJ,11,"Collines"
BJ,12,"Kouffo"
BJ,13,"Donga"
BJ,14,"Littoral"
BJ,15,"Mono"
BJ,16,"Oueme"
BJ,17,"Plateau"
BJ,18,"Zou"
BM,01,"Devonshire"
BM,02,"Hamilton"
BM,03,"Hamilton"
BM,04,"Paget"
BM,05,"Pembroke"
BM,06,"Saint George"
BM,07,"Saint George's"
BM,08,"Sandys"
BM,09,"Smiths"
BM,10,"Southampton"
BM,11,"Warwick"
BN,07,"Alibori"
BN,08,"Belait"
BN,09,"Brunei and Muara"
BN,10,"Temburong"
BN,11,"Collines"
BN,12,"Kouffo"
BN,13,"Donga"
BN,14,"Littoral"
BN,15,"Tutong"
BN,16,"Oueme"
BN,17,"Plateau"
BN,18,"Zou"
BO,01,"Chuquisaca"
BO,02,"Cochabamba"
BO,03,"El Beni"
BO,04,"La Paz"
BO,05,"Oruro"
BO,06,"Pando"
BO,07,"Potosi"
BO,08,"Santa Cruz"
BO,09,"Tarija"
BR,01,"Acre"
BR,02,"Alagoas"
BR,03,"Amapa"
BR,04,"Amazonas"
BR,05,"Bahia"
BR,06,"Ceara"
BR,07,"Distrito Federal"
BR,08,"Espirito Santo"
BR,11,"Mato Grosso do Sul"
BR,13,"Maranhao"
BR,14,"Mato Grosso"
BR,15,"Minas Gerais"
BR,16,"Para"
BR,17,"Paraiba"
BR,18,"Parana"
BR,20,"Piaui"
BR,21,"Rio de Janeiro"
BR,22,"Rio Grande do Norte"
BR,23,"Rio Grande do Sul"
BR,24,"Rondonia"
BR,25,"Roraima"
BR,26,"Santa Catarina"
BR,27,"Sao Paulo"
BR,28,"Sergipe"
BR,29,"Goias"
BR,30,"Pernambuco"
BR,31,"Tocantins"
BS,05,"Bimini"
BS,06,"Cat Island"
BS,10,"Exuma"
BS,13,"Inagua"
BS,15,"Long Island"
BS,16,"Mayaguana"
BS,18,"Ragged Island"
BS,22,"Harbour Island"
BS,23,"New Providence"
BS,24,"Acklins and Crooked Islands"
BS,25,"Freeport"
BS,26,"Fresh Creek"
BS,27,"Governor's Harbour"
BS,28,"Green Turtle Cay"
BS,29,"High Rock"
BS,30,"Kemps Bay"
BS,31,"Marsh Harbour"
BS,32,"Nichollstown and Berry Islands"
BS,33,"Rock Sound"
BS,34,"Sandy Point"
BS,35,"San Salvador and Rum Cay"
BT,05,"Bumthang"
BT,06,"Chhukha"
BT,07,"Chirang"
BT,08,"Daga"
BT,09,"Geylegphug"
BT,10,"Ha"
BT,11,"Lhuntshi"
BT,12,"Mongar"
BT,13,"Paro"
BT,14,"Pemagatsel"
BT,15,"Punakha"
BT,16,"Samchi"
BT,17,"Samdrup"
BT,18,"Shemgang"
BT,19,"Tashigang"
BT,20,"Thimphu"
BT,21,"Tongsa"
BT,22,"Wangdi Phodrang"
BW,01,"Central"
BW,03,"Ghanzi"
BW,04,"Kgalagadi"
BW,05,"Kgatleng"
BW,06,"Kweneng"
BW,08,"North-East"
BW,09,"South-East"
BW,10,"Southern"
BW,11,"North-West"
BY,01,"Brestskaya Voblasts'"
BY,02,"Homyel'skaya Voblasts'"
BY,03,"Hrodzyenskaya Voblasts'"
BY,04,"Minsk"
BY,05,"Minskaya Voblasts'"
BY,06,"Mahilyowskaya Voblasts'"
BY,07,"Vitsyebskaya Voblasts'"
BZ,01,"Belize"
BZ,02,"Cayo"
BZ,03,"Corozal"
BZ,04,"Orange Walk"
BZ,05,"Stann Creek"
BZ,06,"Toledo"
CA,AB,"Alberta"
CA,BC,"British Columbia"
CA,MB,"Manitoba"
CA,NB,"New Brunswick"
CA,NL,"Newfoundland"
CA,NS,"Nova Scotia"
CA,NT,"Northwest Territories"
CA,NU,"Nunavut"
CA,ON,"Ontario"
CA,PE,"Prince Edward Island"
CA,QC,"Quebec"
CA,SK,"Saskatchewan"
CA,YT,"Yukon Territory"
CD,01,"Bandundu"
CD,02,"Equateur"
CD,04,"Kasai-Oriental"
CD,05,"Katanga"
CD,06,"Kinshasa"
CD,08,"Bas-Congo"
CD,09,"Orientale"
CD,10,"Maniema"
CD,11,"Nord-Kivu"
CD,12,"Sud-Kivu"
CF,01,"Bamingui-Bangoran"
CF,02,"Basse-Kotto"
CF,03,"Haute-Kotto"
CF,04,"Mambere-Kadei"
CF,05,"Haut-Mbomou"
CF,06,"Kemo"
CF,07,"Lobaye"
CF,08,"Mbomou"
CF,09,"Nana-Mambere"
CF,11,"Ouaka"
CF,12,"Ouham"
CF,13,"Ouham-Pende"
CF,14,"Cuvette-Ouest"
CF,15,"Nana-Grebizi"
CF,16,"Sangha-Mbaere"
CF,17,"Ombella-Mpoko"
CF,18,"Bangui"
CG,01,"Bouenza"
CG,04,"Kouilou"
CG,05,"Lekoumou"
CG,06,"Likouala"
CG,07,"Niari"
CG,08,"Plateaux"
CG,10,"Sangha"
CG,11,"Pool"
CG,12,"Brazzaville"
CG,13,"Cuvette"
CG,14,"Cuvette-Ouest"
CH,01,"Aargau"
CH,02,"Ausser-Rhoden"
CH,03,"Basel-Landschaft"
CH,04,"Basel-Stadt"
CH,05,"Bern"
CH,06,"Fribourg"
CH,07,"Geneve"
CH,08,"Glarus"
CH,09,"Graubunden"
CH,10,"Inner-Rhoden"
CH,11,"Luzern"
CH,12,"Neuchatel"
CH,13,"Nidwalden"
CH,14,"Obwalden"
CH,15,"Sankt Gallen"
CH,16,"Schaffhausen"
CH,17,"Schwyz"
CH,18,"Solothurn"
CH,19,"Thurgau"
CH,20,"Ticino"
CH,21,"Uri"
CH,22,"Valais"
CH,23,"Vaud"
CH,24,"Zug"
CH,25,"Zurich"
CH,26,"Jura"
CI,74,"Agneby"
CI,75,"Bafing"
CI,76,"Bas-Sassandra"
CI,77,"Denguele"
CI,78,"Dix-Huit Montagnes"
CI,79,"Fromager"
CI,80,"Haut-Sassandra"
CI,81,"Lacs"
CI,82,"Lagunes"
CI,83,"Marahoue"
CI,84,"Moyen-Cavally"
CI,85,"Moyen-Comoe"
CI,86,"N'zi-Comoe"
CI,87,"Savanes"
CI,88,"Sud-Bandama"
CI,89,"Sud-Comoe"
CI,90,"Vallee du Bandama"
CI,91,"Worodougou"
CI,92,"Zanzan"
CL,01,"Valparaiso"
CL,02,"Aisen del General Carlos Ibanez del Campo"
CL,03,"Antofagasta"
CL,04,"Araucania"
CL,05,"Atacama"
CL,06,"Bio-Bio"
CL,07,"Coquimbo"
CL,08,"Libertador General Bernardo O'Higgins"
CL,09,"Los Lagos"
CL,10,"Magallanes y de la Antartica Chilena"
CL,11,"Maule"
CL,12,"Region Metropolitana"
CL,13,"Tarapaca"
CL,14,"Los Lagos"
CL,15,"Tarapaca"
CL,16,"Arica y Parinacota"
CL,17,"Los Rios"
CM,04,"Est"
CM,05,"Littoral"
CM,07,"Nord-Ouest"
CM,08,"Ouest"
CM,09,"Sud-Ouest"
CM,10,"Adamaoua"
CM,11,"Centre"
CM,12,"Extreme-Nord"
CM,13,"Nord"
CM,14,"Sud"
CN,01,"Anhui"
CN,02,"Zhejiang"
CN,03,"Jiangxi"
CN,04,"Jiangsu"
CN,05,"Jilin"
CN,06,"Qinghai"
CN,07,"Fujian"
CN,08,"Heilongjiang"
CN,09,"Henan"
CN,10,"Hebei"
CN,11,"Hunan"
CN,12,"Hubei"
CN,13,"Xinjiang"
CN,14,"Xizang"
CN,15,"Gansu"
CN,16,"Guangxi"
CN,18,"Guizhou"
CN,19,"Liaoning"
CN,20,"Nei Mongol"
CN,21,"Ningxia"
CN,22,"Beijing"
CN,23,"Shanghai"
CN,24,"Shanxi"
CN,25,"Shandong"
CN,26,"Shaanxi"
CN,28,"Tianjin"
CN,29,"Yunnan"
CN,30,"Guangdong"
CN,31,"Hainan"
CN,32,"Sichuan"
CN,33,"Chongqing"
CO,01,"Amazonas"
CO,02,"Antioquia"
CO,03,"Arauca"
CO,04,"Atlantico"
CO,08,"Caqueta"
CO,09,"Cauca"
CO,10,"Cesar"
CO,11,"Choco"
CO,12,"Cordoba"
CO,14,"Guaviare"
CO,15,"Guainia"
CO,16,"Huila"
CO,17,"La Guajira"
CO,19,"Meta"
CO,20,"Narino"
CO,21,"Norte de Santander"
CO,22,"Putumayo"
CO,23,"Quindio"
CO,24,"Risaralda"
CO,25,"San Andres y Providencia"
CO,26,"Santander"
CO,27,"Sucre"
CO,28,"Tolima"
CO,29,"Valle del Cauca"
CO,30,"Vaupes"
CO,31,"Vichada"
CO,32,"Casanare"
CO,33,"Cundinamarca"
CO,34,"Distrito Especial"
CO,35,"Bolivar"
CO,36,"Boyaca"
CO,37,"Caldas"
CO,38,"Magdalena"
CR,01,"Alajuela"
CR,02,"Cartago"
CR,03,"Guanacaste"
CR,04,"Heredia"
CR,06,"Limon"
CR,07,"Puntarenas"
CR,08,"San Jose"
CU,01,"Pinar del Rio"
CU,02,"Ciudad de la Habana"
CU,03,"Matanzas"
CU,04,"Isla de la Juventud"
CU,05,"Camaguey"
CU,07,"Ciego de Avila"
CU,08,"Cienfuegos"
CU,09,"Granma"
CU,10,"Guantanamo"
CU,11,"La Habana"
CU,12,"Holguin"
CU,13,"Las Tunas"
CU,14,"Sancti Spiritus"
CU,15,"Santiago de Cuba"
CU,16,"Villa Clara"
CV,01,"Boa Vista"
CV,02,"Brava"
CV,04,"Maio"
CV,05,"Paul"
CV,07,"Ribeira Grande"
CV,08,"Sal"
CV,10,"Sao Nicolau"
CV,11,"Sao Vicente"
CV,13,"Mosteiros"
CV,14,"Praia"
CV,15,"Santa Catarina"
CV,16,"Santa Cruz"
CV,17,"Sao Domingos"
CV,18,"Sao Filipe"
CV,19,"Sao Miguel"
CV,20,"Tarrafal"
CY,01,"Famagusta"
CY,02,"Kyrenia"
CY,03,"Larnaca"
CY,04,"Nicosia"
CY,05,"Limassol"
CY,06,"Paphos"
CZ,52,"Hlavni mesto Praha"
CZ,78,"Jihomoravsky kraj"
CZ,79,"Jihocesky kraj"
CZ,80,"Vysocina"
CZ,81,"Karlovarsky kraj"
CZ,82,"Kralovehradecky kraj"
CZ,83,"Liberecky kraj"
CZ,84,"Olomoucky kraj"
CZ,85,"Moravskoslezsky kraj"
CZ,86,"Pardubicky kraj"
CZ,87,"Plzensky kraj"
CZ,88,"Stredocesky kraj"
CZ,89,"Ustecky kraj"
CZ,90,"Zlinsky kraj"
DE,01,"Baden-Wurttemberg"
DE,02,"Bayern"
DE,03,"Bremen"
DE,04,"Hamburg"
DE,05,"Hessen"
DE,06,"Niedersachsen"
DE,07,"Nordrhein-Westfalen"
DE,08,"Rheinland-Pfalz"
DE,09,"Saarland"
DE,10,"Schleswig-Holstein"
DE,11,"Brandenburg"
DE,12,"Mecklenburg-Vorpommern"
DE,13,"Sachsen"
DE,14,"Sachsen-Anhalt"
DE,15,"Thuringen"
DE,16,"Berlin"
DJ,01,"Ali Sabieh"
DJ,04,"Obock"
DJ,05,"Tadjoura"
DJ,06,"Dikhil"
DJ,07,"Djibouti"
DJ,08,"Arta"
DK,17,"Hovedstaden"
DK,18,"Midtjylland"
DK,19,"Nordjylland"
DK,20,"Sjelland"
DK,21,"Syddanmark"
DM,02,"Saint Andrew"
DM,03,"Saint David"
DM,04,"Saint George"
DM,05,"Saint John"
DM,06,"Saint Joseph"
DM,07,"Saint Luke"
DM,08,"Saint Mark"
DM,09,"Saint Patrick"
DM,10,"Saint Paul"
DM,11,"Saint Peter"
DO,01,"Azua"
DO,02,"Baoruco"
DO,03,"Barahona"
DO,04,"Dajabon"
DO,05,"Distrito Nacional"
DO,06,"Duarte"
DO,08,"Espaillat"
DO,09,"Independencia"
DO,10,"La Altagracia"
DO,11,"Elias Pina"
DO,12,"La Romana"
DO,14,"Maria Trinidad Sanchez"
DO,15,"Monte Cristi"
DO,16,"Pedernales"
DO,17,"Peravia"
DO,18,"Puerto Plata"
DO,19,"Salcedo"
DO,20,"Samana"
DO,21,"Sanchez Ramirez"
DO,23,"San Juan"
DO,24,"San Pedro De Macoris"
DO,25,"Santiago"
DO,26,"Santiago Rodriguez"
DO,27,"Valverde"
DO,28,"El Seibo"
DO,29,"Hato Mayor"
DO,30,"La Vega"
DO,31,"Monsenor Nouel"
DO,32,"Monte Plata"
DO,33,"San Cristobal"
DO,34,"Distrito Nacional"
DO,35,"Peravia"
DO,36,"San Jose de Ocoa"
DO,37,"Santo Domingo"
DZ,01,"Alger"
DZ,03,"Batna"
DZ,04,"Constantine"
DZ,06,"Medea"
DZ,07,"Mostaganem"
DZ,09,"Oran"
DZ,10,"Saida"
DZ,12,"Setif"
DZ,13,"Tiaret"
DZ,14,"Tizi Ouzou"
DZ,15,"Tlemcen"
DZ,18,"Bejaia"
DZ,19,"Biskra"
DZ,20,"Blida"
DZ,21,"Bouira"
DZ,22,"Djelfa"
DZ,23,"Guelma"
DZ,24,"Jijel"
DZ,25,"Laghouat"
DZ,26,"Mascara"
DZ,27,"M'sila"
DZ,29,"Oum el Bouaghi"
DZ,30,"Sidi Bel Abbes"
DZ,31,"Skikda"
DZ,33,"Tebessa"
DZ,34,"Adrar"
DZ,35,"Ain Defla"
DZ,36,"Ain Temouchent"
DZ,37,"Annaba"
DZ,38,"Bechar"
DZ,39,"Bordj Bou Arreridj"
DZ,40,"Boumerdes"
DZ,41,"Chlef"
DZ,42,"El Bayadh"
DZ,43,"El Oued"
DZ,44,"El Tarf"
DZ,45,"Ghardaia"
DZ,46,"Illizi"
DZ,47,"Khenchela"
DZ,48,"Mila"
DZ,49,"Naama"
DZ,50,"Ouargla"
DZ,51,"Relizane"
DZ,52,"Souk Ahras"
DZ,53,"Tamanghasset"
DZ,54,"Tindouf"
DZ,55,"Tipaza"
DZ,56,"Tissemsilt"
EC,01,"Galapagos"
EC,02,"Azuay"
EC,03,"Bolivar"
EC,04,"Canar"
EC,05,"Carchi"
EC,06,"Chimborazo"
EC,07,"Cotopaxi"
EC,08,"El Oro"
EC,09,"Esmeraldas"
EC,10,"Guayas"
EC,11,"Imbabura"
EC,12,"Loja"
EC,13,"Los Rios"
EC,14,"Manabi"
EC,15,"Morona-Santiago"
EC,17,"Pastaza"
EC,18,"Pichincha"
EC,19,"Tungurahua"
EC,20,"Zamora-Chinchipe"
EC,22,"Sucumbios"
EC,23,"Napo"
EC,24,"Orellana"
EE,01,"Harjumaa"
EE,02,"Hiiumaa"
EE,03,"Ida-Virumaa"
EE,04,"Jarvamaa"
EE,05,"Jogevamaa"
EE,06,"Kohtla-Jarve"
EE,07,"Laanemaa"
EE,08,"Laane-Virumaa"
EE,09,"Narva"
EE,10,"Parnu"
EE,11,"Parnumaa"
EE,12,"Polvamaa"
EE,13,"Raplamaa"
EE,14,"Saaremaa"
EE,15,"Sillamae"
EE,16,"Tallinn"
EE,17,"Tartu"
EE,18,"Tartumaa"
EE,19,"Valgamaa"
EE,20,"Viljandimaa"
EE,21,"Vorumaa"
EG,01,"Ad Daqahliyah"
EG,02,"Al Bahr al Ahmar"
EG,03,"Al Buhayrah"
EG,04,"Al Fayyum"
EG,05,"Al Gharbiyah"
EG,06,"Al Iskandariyah"
EG,07,"Al Isma'iliyah"
EG,08,"Al Jizah"
EG,09,"Al Minufiyah"
EG,10,"Al Minya"
EG,11,"Al Qahirah"
EG,12,"Al Qalyubiyah"
EG,13,"Al Wadi al Jadid"
EG,14,"Ash Sharqiyah"
EG,15,"As Suways"
EG,16,"Aswan"
EG,17,"Asyut"
EG,18,"Bani Suwayf"
EG,19,"Bur Sa'id"
EG,20,"Dumyat"
EG,21,"Kafr ash Shaykh"
EG,22,"Matruh"
EG,23,"Qina"
EG,24,"Suhaj"
EG,26,"Janub Sina'"
EG,27,"Shamal Sina'"
ER,01,"Anseba"
ER,02,"Debub"
ER,03,"Debubawi K'eyih Bahri"
ER,04,"Gash Barka"
ER,05,"Ma'akel"
ER,06,"Semenawi K'eyih Bahri"
ES,07,"Islas Baleares"
ES,27,"La Rioja"
ES,29,"Madrid"
ES,31,"Murcia"
ES,32,"Navarra"
ES,34,"Asturias"
ES,39,"Cantabria"
ES,51,"Andalucia"
ES,52,"Aragon"
ES,53,"Canarias"
ES,54,"Castilla-La Mancha"
ES,55,"Castilla y Leon"
ES,56,"Catalonia"
ES,57,"Extremadura"
ES,58,"Galicia"
ES,59,"Pais Vasco"
ES,60,"Comunidad Valenciana"
ET,44,"Adis Abeba"
ET,45,"Afar"
ET,46,"Amara"
ET,47,"Binshangul Gumuz"
ET,48,"Dire Dawa"
ET,49,"Gambela Hizboch"
ET,50,"Hareri Hizb"
ET,51,"Oromiya"
ET,52,"Sumale"
ET,53,"Tigray"
ET,54,"YeDebub Biheroch Bihereseboch na Hizboch"
FI,01,"Aland"
FI,06,"Lapland"
FI,08,"Oulu"
FI,13,"Southern Finland"
FI,14,"Eastern Finland"
FI,15,"Western Finland"
FJ,01,"Central"
FJ,02,"Eastern"
FJ,03,"Northern"
FJ,04,"Rotuma"
FJ,05,"Western"
FM,01,"Kosrae"
FM,02,"Pohnpei"
FM,03,"Chuuk"
FM,04,"Yap"
FR,97,"Aquitaine"
FR,98,"Auvergne"
FR,99,"Basse-Normandie"
FR,A1,"Bourgogne"
FR,A2,"Bretagne"
FR,A3,"Centre"
FR,A4,"Champagne-Ardenne"
FR,A5,"Corse"
FR,A6,"Franche-Comte"
FR,A7,"Haute-Normandie"
FR,A8,"Ile-de-France"
FR,A9,"Languedoc-Roussillon"
FR,B1,"Limousin"
FR,B2,"Lorraine"
FR,B3,"Midi-Pyrenees"
FR,B4,"Nord-Pas-de-Calais"
FR,B5,"Pays de la Loire"
FR,B6,"Picardie"
FR,B7,"Poitou-Charentes"
FR,B8,"Provence-Alpes-Cote d'Azur"
FR,B9,"Rhone-Alpes"
FR,C1,"Alsace"
GA,01,"Estuaire"
GA,02,"Haut-Ogooue"
GA,03,"Moyen-Ogooue"
GA,04,"Ngounie"
GA,05,"Nyanga"
GA,06,"Ogooue-Ivindo"
GA,07,"Ogooue-Lolo"
GA,08,"Ogooue-Maritime"
GA,09,"Woleu-Ntem"
GB,A1,"Barking and Dagenham"
GB,A2,"Barnet"
GB,A3,"Barnsley"
GB,A4,"Bath and North East Somerset"
GB,A5,"Bedfordshire"
GB,A6,"Bexley"
GB,A7,"Birmingham"
GB,A8,"Blackburn with Darwen"
GB,A9,"Blackpool"
GB,B1,"Bolton"
GB,B2,"Bournemouth"
GB,B3,"Bracknell Forest"
GB,B4,"Bradford"
GB,B5,"Brent"
